
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_2, 150, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_2, 66, 48, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_3, 66, 44, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_2, 146, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvDataWidthConverter_Z44, 915, 1684, 358, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	. caxi4interconnect_DownConverter_16s_64s_32s_38s_9s_1s_8s_4s_0, 915, 1684, 358, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_readWidthConv_32s_16s_46s_64s_38s_9s_1s_0_1s, 457, 935, 136, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_CmdFifoWriteCtrl_38s_9s_1s_64s_32s_46s_0_1s_0_1, 126, 299, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_Hold_Reg_Rd_46s_9s, 62, 47, 6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_1, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_preCalcCmdFifoWrCtrl_32s_64s_38s_1s_9s_0_3s_7s_1s, 83, 156, 29, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_widthConvrd_46s_1s_9s_32s_64s_1s, 170, 395, 30, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_1, 16, 38, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_caxi4interconnect_SlaveConvertor_Z50_1, 16, 38, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s_1, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_writeWidthConv_Z45, 458, 749, 222, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_CmdFifoWriteCtrl_38s_9s_1s_64s_32s_46s_0_512s_0_1, 127, 334, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_Hold_Reg_Wr_46s_9s, 46, 22, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50, 1, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_preCalcCmdFifoWrCtrl_32s_64s_38s_1s_9s_1_3s_7s_1s, 83, 170, 38, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_widthConvwr_64s_32s_1s_46s_8s_4s_9s, 159, 126, 105, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_brespCtrl_1s_9s, 11, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_10s_10s_15s_128s_16s_4s_128s_15s, 16, 42, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_caxi4interconnect_SlaveConvertor_Z50_0, 16, 42, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_10s_0s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_0, 16, 39, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_caxi4interconnect_SlaveConvertor_Z50, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s_0, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z46, 198, 313, 228, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_0s_1_38s_32s_1s_9s_8s_9s_8s_1s, 198, 313, 228, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_Z48, 96, 155, 114, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_1_0, 28, 36, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_43s_1, 31, 25, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_43s_0s_512s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_Z47, 102, 158, 114, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_1, 28, 34, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_37s_1, 31, 23, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_37s_0s_512s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z54, 494, 410, 32, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_9s_38s_64s_0s_1s_1, 438, 234, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_12s_0_1_3_3, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_5, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_5, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_6, 56, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_3, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z52, 56, 176, 32, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_2, 28, 88, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z40_1_0, 28, 82, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z40_0, 28, 74, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_5_0, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_3, 28, 88, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z40_1, 28, 82, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z40, 28, 74, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_5, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	. MSS_LSRAM, 246, 271, 62, 0, 0, 8, 0, 0, 0
.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_COREAXI4SRAM_Z55, 246, 267, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL_Z56, 236, 267, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF_64s_32s_1s_1s_1s_2048s_1s_8s, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MSS_LSRAM_PF_TPSRAM_AHB_AXI_0_PF_TPSRAM, 0, 4, 0, 0, 0, 8, 0, 0, 0
.	. FIC_1_PERIPHERALS, 2136, 1452, 108, 0, 0, 0, 16, 3, 0
.	.	. AXI_ADDRESS_SHIM, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. FIC_1_INITIATOR, 1114, 741, 64, 0, 0, 0, 8, 1, 0
.	.	.	. COREAXI4INTERCONNECT_Z58, 1114, 741, 64, 0, 0, 0, 8, 1, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z43_1, 528, 279, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_8s_38s_64s_0s_1s_1, 528, 279, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_11s_0_1_3_3, 22, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_76s_0_1_3_3, 152, 79, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_7, 106, 56, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_8, 100, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_82s_0_1_3_3, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_COREAXI4INTERCONNECT_Z58, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z61, 584, 462, 64, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_9s_38s_64s_0s_1s_2, 528, 294, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_12s_0_1_3_4, 22, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_6, 152, 85, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_0, 106, 59, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_1, 100, 56, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_4, 148, 80, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z60, 56, 168, 64, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_4, 28, 86, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z58_0, 28, 80, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z58_1, 28, 72, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_0, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_5, 28, 82, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z58, 28, 76, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z58, 28, 68, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	. PCIE_INITIATOR, 1022, 709, 44, 0, 0, 0, 8, 1, 0
.	.	.	. COREAXI4INTERCONNECT_Z64, 1022, 709, 44, 0, 0, 0, 8, 1, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z67, 482, 280, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_4s_38s_64s_0s_1s, 482, 280, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_72s_0_1_3_3, 144, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_0, 92, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_1, 88, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_7, 148, 83, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_7s_0_1_3_2, 10, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_COREAXI4INTERCONNECT_Z64, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z71, 538, 429, 44, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_5s_38s_64s_0s_1s, 482, 256, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_3, 144, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_0, 92, 49, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_1, 88, 47, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_79s_0_1_3_2, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_8s_0_1_3_2, 10, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z69, 56, 173, 44, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_5s_8s_0_0, 28, 85, 20, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_5s_5s_255s_0s_256s_8s_0s_255s_1, 28, 79, 20, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z64_1, 28, 71, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_5s_0s_1, 0, 8, 4, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_5s_8s_0_1, 28, 88, 24, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_5s_5s_255s_0s_256s_8s_0s_255s_0, 28, 82, 24, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z64, 28, 74, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_5s_0s_0, 0, 8, 8, 0, 0, 0, 4, 0, 0
.	.	. PF_PCIE_C0, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. PF_PCIE_C0_PF_PCIE_C0_0_PF_PCIE, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	. FIC_3_PERIPHERALS, 3532, 3153, 1008, 0, 0, 2, 0, 0, 4
.	.	. CORE_I2C_C0_0_WRAPPER_MPFS_ICICLE_KIT_BASE_DESIGN, 96, 362, 4, 0, 0, 0, 0, 0, 2
.	.	.	. COREI2C_C0, 96, 362, 4, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREI2C_C0_COREI2C_C0_0_COREI2C_Z72_1, 96, 362, 4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREI2C_COREI2CREAL_Z73_1, 88, 358, 4, 0, 0, 0, 0, 0, 0
.	.	. CORE_I2C_C0_0_WRAPPER_MPFS_ICICLE_KIT_BASE_DESIGN_0, 96, 363, 4, 0, 0, 0, 0, 0, 2
.	.	.	. COREI2C_C0_0, 96, 363, 4, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREI2C_C0_COREI2C_C0_0_COREI2C_Z72_1_0, 96, 363, 4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREI2C_COREI2CREAL_Z73_1_0, 88, 360, 4, 0, 0, 0, 0, 0, 0
.	.	. CoreUARTapb_C0, 195, 177, 72, 0, 0, 2, 0, 0, 0
.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_CoreUARTapb_Z75, 195, 177, 72, 0, 0, 2, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_COREUART_1s_1s_0s_27s_0s_0s, 171, 143, 70, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Clock_gen_0s_0s, 19, 10, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Rx_async_0s_1s_0s_1s_2s_3s, 39, 65, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Tx_async_0s_1s_0s_1s_2s_3s_4s_5s_6s, 23, 24, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s, 33, 9, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s, 33, 9, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. FIC_3_ADDRESS_GENERATION, 0, 210, 0, 0, 0, 0, 0, 0, 0
.	.	.	. APB_ARBITER_28s, 0, 100, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4000_0xxx, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z78, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_2, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4xxx_xxxx, 0, 104, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z77, 0, 104, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_1, 0, 99, 0, 0, 0, 0, 0, 0, 0
.	.	. GPIO, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. GPIO_GPIO_0_CoreGPIO_Z74, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	. IHC_SUBSYSTEM, 2879, 2012, 702, 0, 0, 0, 0, 0, 0
.	.	.	. APB_ARBITER_12s, 0, 173, 0, 0, 0, 0, 0, 0, 0
.	.	.	. IHC_APB_0, 0, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z79_1, 0, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_3_1, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	. IHC_APB_1, 0, 167, 190, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z79_0, 0, 167, 190, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_3_0, 0, 155, 190, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_1s_2s, 226, 170, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_1s_2s_1s_3s, 226, 166, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_3, 22, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11, 64, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_0, 64, 36, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_1s_3s, 226, 141, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_1s_3s_1s_3s, 226, 137, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_4, 22, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_1, 64, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_2, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_1s_4s, 226, 143, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_1s_4s_1s_3s, 226, 138, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_5, 22, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_3, 64, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_4, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_2s_3s, 226, 166, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_2s_3s_1s_3s, 226, 162, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_6, 22, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_5, 64, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_6, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_2s_4s, 226, 168, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_2s_4s_1s_3s, 226, 164, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_7, 22, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_7, 64, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_8, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_2s_3s_4s, 226, 145, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_2s_3s_4s_1s_3s, 226, 141, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_8, 22, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_10, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_2s_IHC_SUBSYSTEM_11_9, 64, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_4s_0s_1s, 356, 147, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_4s_0s_1s_1s_3s, 356, 141, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs, 22, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7, 128, 10, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_0, 128, 4, 64, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_4s_0s_2s, 354, 140, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_4s_0s_2s_1s_3s, 354, 134, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_0, 22, 17, 0, 0, 0, 0, 0, 0, 0
